trial,ARI_dagger_values,eps,min_samples
24,0.2533395682331852,0.02198813338517092,15
25,0.4832181152181152,0.03220432577122561,11
26,0.5892764358104916,0.026967912613809947,6
27,0.16168420238888742,0.017182527236409416,2
28,0.592814017509838,0.02691959003993319,6
29,0.6213521945890367,0.025276051347455298,7
30,0.3064882977369719,0.05349124323579209,6
31,0.6002999835561755,0.026990437416255814,7
32,0.6121998189289211,0.026010474137284086,7
33,0.5383675213675214,0.017046901662856877,8
34,0.353616104951517,0.010350072211915634,3
35,0.6343508781380298,0.022026549682966277,8
36,0.5095631868131868,0.018842733167652094,9
37,0.3068143783461121,0.04552465660357109,8
38,0.4919493284493284,0.021825362099429018,10
39,0.6213521945890367,0.025258167340394575,7
40,0.5419315061271631,0.015418135977939349,4
41,0.6336549943864186,0.0234796459946475,7
42,0.675655875170581,0.021786838957615524,7
43,0.5494544279250162,0.01981620258830863,9
44,0.5444676430712964,0.013808731333092166,4
45,0.43881507055036456,0.03441441261188676,7
46,0.37316175980881866,0.04258196566110836,10
47,0.6375757522491269,0.02375798547744122,5
48,0.01532677848467322,0.09202023019281053,2
49,0.6579503881051869,0.02218155523970326,5
0,0.19316333666333663,0.07858781568034828,19
1,0.5402208670242726,0.02892487776695163,5
2,0.15574583749583748,0.09233534750934862,22
3,0.16148942723942725,0.0916560912730624,22
4,0.3196578081782164,0.044334623908478824,24
5,0.30938444888444894,0.0605007863094623,21
6,0.16842168615698025,0.08595194704097521,14
7,0.5076694677871149,0.02576625092924971,11
8,0.16666814557991028,0.08480695919468695,17
9,0.2950201465201465,0.06452410404571528,24
10,0.6386428992487347,0.0102454127023189,4
11,0.15021475872802573,0.012990408140510393,2
12,0.1723319857325912,0.03143909753968136,2
13,0.1373445353096516,0.010130033616087261,8
14,0.6161086454824845,0.026718425158613543,7
15,0.3366220821661997,0.04549841730899916,7
16,0.4779273504273504,0.02116026976220934,10
17,0.4048682867560442,0.04095377534527679,5
18,0.15875790875790877,0.015685204882748598,12
19,0.4480858425125823,0.03670602037342588,5
20,0.20312524355077544,0.02035968222768292,15
21,0.49447347523178725,0.031117070157258394,5
22,0.5833677285047254,0.02560205412922569,8
23,0.30018486166396385,0.05281765798365298,8
24,0.5494544279250162,0.019841396226347167,9
25,0.3510185545884658,0.010466672219268305,3
26,0.625488256841198,0.024546936857908607,7
27,0.423026085026085,0.0380386746892909,12
28,0.3375872892693124,0.05165543630381211,6
29,0.37483317391731247,0.017153023359525676,3
30,0.09386950218683963,0.06548008175513369,4
31,0.6677999561498014,0.022112276513081775,7
32,0.6217353016780262,0.02539198907669,7
33,0.4657800957212722,0.033952148782723554,10
34,0.6330245561112435,0.0230102216353573,6
35,0.005952380952380952,0.09948001845019318,4
36,0.07682500179559003,0.07433781670218997,6
37,0.5545268799827624,0.021319544179563717,9
38,0.0758241758241758,0.015855085245149687,17
39,0.34057745943560597,0.04622992330692775,4
40,0.4555011312217194,0.029619333889893594,13
41,0.6325877627704254,0.022909081704363905,6
42,0.6430880230880232,0.022513189883026856,6
43,0.6941529521390203,0.014691239829428026,6
44,0.15348248728116873,0.014269268687856195,2
45,0.3761405363970775,0.017281622272049515,3
46,0.09353741496598639,0.010593452831870603,9
47,0.48440738617808216,0.032332598115897844,5
48,0.5348830891330892,0.028813770652100747,6
49,0.2825110263885774,0.01768078166684888,11
0,0.29355407242585807,0.05039487115407855,3
1,0.13076923076923075,0.018134049260666717,15
2,0.23939776889776884,0.06960086896785045,18
3,0.37625444739299224,0.0405949089600739,6
